person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,monthly_payment_est,income_per_year_of_emp,interest_income_ratio,credit_exp_ratio,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
89.0,1238215.0,70.5,1,10774.0,14.555,0.373,0,8.0,1.0,897.8333333333334,17317.69230769231,1.175481499189156e-05,0.0898876404494382,1,0,0,0,1,0,0,0
45.0,3842187.0,27.1,5,19351.0,20.29,0.574,1,16.0,1.0,1612.5833333333333,136732.63345195728,5.280845185087247e-06,0.35555555555555557,0,0,1,0,1,0,0,0
87.0,5478198.0,61.8,4,23724.0,10.08,0.623,1,2.0,1.0,1977.0,87232.45222929936,1.8400207805521485e-06,0.022988505747126436,0,0,1,0,0,0,0,0
83.0,781635.0,2.3,3,1033.0,6.97,0.181,1,29.0,0.0,86.08333333333333,236859.0909090909,8.917194192693274e-06,0.3493975903614458,1,0,0,0,0,1,0,0
57.0,717340.0,15.7,4,29276.0,22.18,0.285,0,17.0,1.0,2439.6666666666665,42954.49101796407,3.091974388749563e-05,0.2982456140350877,1,0,0,1,0,0,0,0
96.0,1850357.0,32.5,2,27498.0,14.09,0.69,0,13.0,1.0,2291.5,55234.53731343283,7.61474266060946e-06,0.13541666666666666,0,0,1,0,1,0,0,0
69.0,2958934.5,66.8,7,32483.0,10.64,0.422,1,16.0,1.0,2706.9166666666665,43642.101769911504,3.595887777884986e-06,0.2318840579710145,1,0,0,1,0,0,0,0
42.0,704033.0,28.8,3,24304.0,13.01,0.669,0,7.0,1.0,2025.3333333333333,23625.268456375838,1.8479221173977394e-05,0.16666666666666666,0,1,0,0,0,1,0,0
59.0,1849700.0,38.3,5,28455.0,15.24,0.646,0,13.0,1.0,2371.25,47066.157760814254,8.239169465767711e-06,0.22033898305084745,0,0,1,0,0,0,1,0
28.0,1787611.0,10.2,3,31592.0,5.99,0.086,1,18.0,0.0,2632.6666666666665,159608.125,3.350838996381765e-06,0.6428571428571429,1,0,0,0,0,1,0,0
43.0,1465312.0,24.5,6,22788.0,20.34,0.166,0,12.0,1.0,1899.0,57463.21568627451,1.3880993344084166e-05,0.27906976744186046,0,0,0,0,1,0,0,0
57.0,2579606.0,9.8,1,6976.0,13.94,0.742,1,16.0,1.0,581.3333333333334,238852.4074074074,5.403923931048411e-06,0.2807017543859649,0,0,1,0,1,0,0,0
54.0,500440.0,9.7,1,10462.0,19.69,0.457,0,9.0,1.0,871.8333333333334,46770.09345794393,3.9345297447651176e-05,0.16666666666666666,0,0,1,1,0,0,0,0
68.0,2877524.0,16.6,4,24940.0,20.32,0.578,0,12.0,1.0,2078.3333333333335,163495.6818181818,7.061624138799837e-06,0.17647058823529413,1,0,0,0,0,0,0,1
81.0,2273409.0,57.8,3,30075.0,6.95,0.342,1,28.0,1.0,2506.25,38663.41836734694,3.0570816526715377e-06,0.345679012345679,0,0,0,0,1,0,0,0
79.0,5470901.0,70.0,2,20228.0,5.57,0.444,1,9.0,1.0,1685.6666666666667,77054.94366197183,1.018113649266611e-06,0.11392405063291139,0,0,0,0,0,0,1,0
69.0,5841912.0,65.2,1,24803.0,10.12,0.146,1,2.0,0.0,2066.9166666666665,88246.40483383686,1.7323092623940135e-06,0.028985507246376812,0,0,0,0,0,0,1,0
97.0,299599.0,43.5,4,2128.0,13.77,0.611,0,19.0,1.0,177.33333333333334,6732.561797752809,4.5961281708945257e-05,0.1958762886597938,1,0,0,0,1,0,0,0
94.0,601904.0,39.2,2,29423.0,7.64,0.238,1,26.0,0.0,2451.9166666666665,14972.736318407959,1.2693032953705318e-05,0.2765957446808511,0,0,1,0,0,1,0,0
83.0,241068.0,0.0,1,24013.0,20.29,0.308,0,19.0,1.0,2001.0833333333333,241068.0,8.416677382824005e-05,0.2289156626506024,0,0,1,0,0,0,0,0
83.0,4153287.0,73.8,3,19384.0,22.62,0.791,1,22.0,1.0,1615.3333333333333,55525.22727272727,5.446287375207306e-06,0.26506024096385544,1,0,0,1,0,0,0,0
91.0,855161.0,37.4,1,13404.0,22.08,0.107,1,4.0,1.0,1117.0,22269.817708333336,2.5819669255649805e-05,0.04395604395604396,0,0,1,1,0,0,0,0
56.0,1806466.0,48.3,6,8371.0,18.09,0.824,0,5.0,1.0,697.5833333333334,36642.312373225155,1.0014021844849644e-05,0.08928571428571429,1,0,0,0,0,0,0,0
37.0,4757292.0,9.8,2,28530.0,12.34,0.519,0,21.0,1.0,2377.5,440490.0,2.5939121260767416e-06,0.5675675675675675,0,1,0,0,0,1,0,0
51.0,5064795.0,18.1,4,14138.0,18.3,0.167,1,30.0,1.0,1178.1666666666667,265172.5130890052,3.61317612792302e-06,0.5882352941176471,0,1,0,0,1,0,0,0
57.0,923134.0,30.8,7,33669.0,12.74,0.702,1,11.0,1.0,2805.75,29029.37106918239,1.3800798366436112e-05,0.19298245614035087,0,0,0,0,0,0,1,0
82.0,2933735.0,22.1,4,28926.0,15.45,0.577,0,10.0,1.0,2410.5,127001.51515151514,5.2663225320887765e-06,0.12195121951219512,0,1,0,0,0,1,0,0
97.0,5584509.0,86.5,1,15135.0,21.15,0.746,1,26.0,1.0,1261.25,63822.96,3.7872615502523944e-06,0.26804123711340205,1,0,0,0,1,0,0,0
81.0,3641967.0,51.3,3,32455.0,6.05,0.055,1,14.0,0.0,2704.5833333333335,69636.08030592735,1.6611897743198183e-06,0.1728395061728395,0,0,1,0,0,0,0,0
70.0,2371893.0,68.9,4,13096.0,19.3,0.599,1,10.0,1.0,1091.3333333333333,33932.66094420601,8.136957216469201e-06,0.14285714285714285,0,1,0,1,0,0,0,0
89.0,1444351.0,52.8,7,24159.0,21.79,0.634,1,11.0,1.0,2013.25,26846.67286245353,1.508635014179369e-05,0.12359550561797752,1,0,0,0,0,1,0,0
86.0,1902917.0,74.3,5,19671.0,18.48,0.449,1,20.0,1.0,1639.25,25271.142098273573,9.711401121856012e-06,0.23255813953488372,1,0,0,0,0,0,0,1
91.0,4075495.0,72.8,1,5308.0,13.58,0.265,1,14.0,1.0,442.3333333333333,55223.50948509485,3.33210976038254e-06,0.15384615384615385,0,0,0,0,0,0,0,0
61.0,329437.0,1.5,2,6237.0,18.11,0.342,1,24.0,1.0,519.75,131774.8,5.497240755468403e-05,0.39344262295081966,0,0,1,0,0,1,0,0
83.0,1820760.0,4.2,5,30152.0,9.41,0.757,0,18.0,1.0,2512.6666666666665,350146.1538461538,5.168168694298703e-06,0.21686746987951808,0,1,0,0,0,0,0,1
48.0,5946795.44,24.9,1,33264.0,15.7,0.097,0,27.0,1.0,2772.0,229606.00154440157,2.640076915092792e-06,0.5625,0,0,1,0,0,0,1,0
52.0,876834.0,33.2,2,33495.0,14.01,0.74,1,6.0,1.0,2791.25,25638.421052631576,1.597792058939253e-05,0.11538461538461539,0,0,1,0,0,0,0,1
48.0,4318366.0,25.6,7,29112.0,6.86,0.532,0,30.0,1.0,2426.0,162344.5864661654,1.5885634546577445e-06,0.625,0,0,0,0,0,0,0,0
57.0,5566045.0,38.3,7,22707.0,19.05,0.007,1,24.0,1.0,1892.25,141629.6437659033,3.422537291283615e-06,0.42105263157894735,0,0,0,0,0,0,0,0
46.0,4405913.0,1.4,5,11824.0,6.52,0.437,1,4.0,1.0,985.3333333333334,1835797.0833333335,1.479829156901383e-06,0.08695652173913043,0,0,1,0,0,0,1,0
74.0,2016755.0,36.8,4,15991.0,6.02,0.329,1,27.0,1.0,1332.5833333333333,53353.30687830688,2.9849917392089076e-06,0.36486486486486486,0,1,0,0,0,0,0,0
87.0,2810284.0,57.7,3,16423.0,17.76,0.419,0,24.0,1.0,1368.5833333333333,47875.36626916524,6.319643737201032e-06,0.27586206896551724,0,1,0,1,0,0,0,0
85.0,2890569.0,45.2,7,7637.0,13.13,0.536,1,10.0,1.0,636.4166666666666,62566.428571428565,4.5423566978139265e-06,0.11764705882352941,1,0,0,0,0,1,0,0
29.0,3354448.0,3.1,1,11858.0,22.88,0.503,1,20.0,1.0,988.1666666666666,818158.0487804879,6.820792326847121e-06,0.6896551724137931,0,1,0,0,0,0,1,0
32.0,3253479.0,16.8,3,17332.5,17.56,0.818,0,19.0,1.0,1444.375,182779.7191011236,5.397297662810283e-06,0.59375,0,0,1,0,1,0,0,0
50.0,3516305.0,41.9,2,5128.0,16.44,0.441,0,21.0,1.0,427.3333333333333,81965.15151515152,4.675361018068394e-06,0.42,0,0,0,0,0,0,0,0
66.0,5318266.0,23.1,5,23068.0,10.92,0.599,1,8.0,1.0,1922.3333333333333,220674.93775933608,2.0533004454270534e-06,0.12121212121212122,0,0,1,0,0,0,0,1
75.0,2193063.0,14.9,4,34718.0,22.59,0.275,1,3.0,1.0,2893.1666666666665,137928.49056603774,1.0300656980370842e-05,0.04,0,0,0,1,0,0,0,0
81.0,2986202.0,74.8,1,3342.0,20.87,0.532,0,14.0,1.0,278.5,39395.80474934037,6.988808195558038e-06,0.1728395061728395,0,1,0,1,0,0,0,0
46.0,86806.0,10.7,1,2959.0,9.92,0.365,1,3.0,1.0,246.58333333333334,7419.31623931624,0.00011427649843906597,0.06521739130434782,0,1,0,0,0,0,1,0
45.0,4119741.0,31.9,6,848.0,10.84,0.303,1,30.0,1.0,70.66666666666667,125220.09118541035,2.6312327325351927e-06,0.6666666666666666,0,1,0,0,0,0,0,0
46.0,5936764.0,2.6,1,12357.0,7.9,0.64,0,6.0,1.0,1029.75,1649101.111111111,1.3306910413331167e-06,0.13043478260869565,0,0,0,0,0,0,1,0
88.0,4688013.0,42.8,6,20878.0,22.56,0.19,1,2.0,1.0,1739.8333333333333,107032.26027397261,4.812272318299391e-06,0.022727272727272728,0,0,1,0,0,0,0,1
93.0,3381932.0,51.2,4,23767.0,8.5,0.32,1,22.0,1.0,1980.5833333333333,64787.969348659,2.513355527741088e-06,0.23655913978494625,1,0,0,1,0,0,0,0
25.0,5048829.0,7.8,5,20463.0,19.8,0.552,1,19.0,1.0,1705.25,573730.5681818181,3.921700671244625e-06,0.76,0,0,0,0,0,1,0,0
91.0,5687860.0,13.3,5,13675.0,17.97,0.823,0,3.0,1.0,1139.5833333333333,397752.44755244756,3.1593599070019466e-06,0.03296703296703297,0,1,0,0,0,0,0,1
66.0,2442710.0,38.4,2,17732.0,10.97,0.393,1,29.0,1.0,1477.6666666666667,61997.71573604061,4.490911941691015e-06,0.4393939393939394,0,1,0,0,0,1,0,0
65.0,3504967.0,59.9,2,1020.0,7.9,0.153,1,12.0,0.0,85.0,57552.82430213465,2.253943545276305e-06,0.18461538461538463,0,0,1,0,0,0,1,0
81.0,5482878.0,33.1,7,17332.5,11.96,0.164,0,25.0,1.0,1444.375,160788.21114369502,2.181335754445794e-06,0.30864197530864196,1,0,0,0,0,0,1,0
79.0,2791976.0,59.3,6,13909.0,12.58,0.417,0,24.0,1.0,1159.0833333333333,46301.42620232172,4.5057677767402815e-06,0.3037974683544304,0,1,0,1,0,0,0,0
62.0,5543509.0,42.0,2,19041.0,10.03,0.461,1,18.0,1.0,1586.75,128918.81395348837,1.8093229740723837e-06,0.2903225806451613,0,0,1,0,0,0,0,0
95.0,1312014.0,66.6,5,4028.0,21.9,0.602,0,2.0,1.0,335.6666666666667,19408.491124260356,1.6691882333662344e-05,0.021052631578947368,0,0,0,0,0,1,0,0
87.0,4945064.0,68.4,6,25056.0,10.89,0.663,1,23.0,1.0,2088.0,71254.52449567722,2.2021955222024382e-06,0.26436781609195403,0,0,1,0,0,0,0,1
91.0,1141613.0,31.1,6,16604.0,20.61,0.677,0,8.0,1.0,1383.6666666666667,35564.267912772586,1.8053387572331804e-05,0.08791208791208792,0,0,0,0,0,1,0,0
48.0,3601170.0,1.9,6,31536.0,15.31,0.456,1,27.0,1.0,2628.0,1241782.7586206896,4.251394893494366e-06,0.5625,0,0,1,0,1,0,0,0
59.0,457222.0,17.9,4,17332.5,13.02,0.284,1,17.0,1.0,1444.375,24191.640211640213,2.847625775606214e-05,0.288135593220339,0,0,1,0,0,0,0,1
65.0,5709556.0,13.2,1,17332.5,15.81,0.056,0,24.0,1.0,1444.375,402081.40845070424,2.769041451026761e-06,0.36923076923076925,0,0,1,0,0,0,1,0
40.0,2597157.0,15.2,2,24271.0,16.36,0.543,1,10.0,1.0,2022.5833333333333,160318.33333333334,6.299193195023175e-06,0.25,0,0,0,0,0,1,0,0
76.0,2639122.0,37.8,6,16198.0,17.71,0.19,0,23.0,1.0,1349.8333333333333,68018.60824742269,6.710562561881353e-06,0.3026315789473684,0,0,1,0,1,0,0,0
74.0,2386962.0,45.5,2,4360.0,20.44,0.564,0,2.0,1.0,363.3333333333333,51332.51612903226,8.563182588083686e-06,0.02702702702702703,0,1,0,0,1,0,0,0
92.0,3292210.0,59.1,5,13218.0,22.21,0.186,0,16.0,1.0,1101.5,54778.86855241264,6.746226168371347e-06,0.17391304347826086,0,0,1,0,0,0,1,0
72.0,3885143.0,21.8,2,17332.5,8.3,0.59,0,27.0,1.0,1444.375,170401.00877192983,2.136342951509648e-06,0.375,0,0,0,0,1,0,0,0
93.0,3150779.0,60.8,3,17332.5,19.9,0.079,0,14.0,1.0,1444.375,50983.4789644013,6.315896381213541e-06,0.15053763440860216,0,1,0,1,0,0,0,0
71.0,1949537.0,60.3,6,34283.0,21.53,0.717,0,17.0,1.0,2856.9166666666665,31803.21370309951,1.1043642134700633e-05,0.23943661971830985,0,0,0,0,0,1,0,0
76.0,2045381.0,66.3,7,6792.0,10.34,0.663,0,14.0,1.0,566.0,30391.991084695394,5.055290405410823e-06,0.18421052631578946,0,0,1,0,0,0,0,0
45.0,388370.0,45.0,6,26051.0,9.83,0.572,0,13.0,1.0,2170.9166666666665,8442.826086956522,2.5310849677241607e-05,0.28888888888888886,1,0,0,0,0,0,0,0
60.0,2026643.0,53.4,4,20004.0,15.7,0.155,0,18.0,1.0,1667.0,37254.466911764706,7.746797168126221e-06,0.3,0,1,0,0,1,0,0,0
54.0,3378659.0,16.1,7,16871.0,21.77,0.675,1,22.0,1.0,1405.9166666666667,197582.3976608187,6.443382879603156e-06,0.4074074074074074,0,0,1,0,1,0,0,0
82.0,3456629.0,56.0,5,21310.0,15.79,0.546,0,12.0,1.0,1775.8333333333333,60642.61403508772,4.568033026386972e-06,0.14634146341463414,1,0,0,1,0,0,0,0
94.0,2021337.0,63.8,2,9805.0,5.81,0.702,1,14.0,1.0,817.0833333333334,31193.472222222223,2.8743337333983727e-06,0.14893617021276595,0,1,0,0,0,0,1,0
57.0,2327724.0,4.1,6,9313.0,11.35,0.02,1,11.0,1.0,776.0833333333334,456416.4705882353,4.8760055418917614e-06,0.19298245614035087,1,0,0,0,0,0,0,0
81.0,1633753.0,49.8,6,4247.0,14.555,0.476,0,14.0,1.0,353.9166666666667,32160.492125984252,8.908929985787333e-06,0.1728395061728395,0,0,1,0,1,0,0,0
81.0,5184703.0,54.8,2,23745.0,6.53,0.578,1,24.0,1.0,1978.75,92915.82437275986,1.2594740220463888e-06,0.2962962962962963,0,0,0,0,1,0,0,0
36.0,424539.0,28.0,1,30077.0,9.29,0.228,0,28.0,0.0,2506.4166666666665,14639.275862068966,2.1882508126442735e-05,0.7777777777777778,0,0,1,0,0,0,0,1
62.0,2958934.5,58.5,1,21512.0,18.46,0.25,0,21.0,1.0,1792.6666666666667,49729.991596638654,6.2387301108794026e-06,0.3387096774193548,1,0,0,0,0,0,0,1
78.0,3377307.0,52.2,4,8987.0,15.93,0.643,1,8.0,1.0,748.9166666666666,63483.21428571428,4.716774425074645e-06,0.10256410256410256,0,0,0,1,0,0,0,0
73.0,5946795.44,57.7,1,6115.0,22.08,0.692,1,25.0,1.0,509.5833333333333,101308.26984667803,3.7129234576591622e-06,0.3424657534246575,0,1,0,0,0,0,0,1
90.0,2526919.0,50.5,7,32455.0,7.1,0.105,1,21.0,0.0,2704.5833333333335,49066.388349514564,2.8097446693999017e-06,0.23333333333333334,0,0,1,0,0,0,0,0
71.0,2025835.0,66.2,2,13578.0,15.97,0.721,1,9.0,1.0,1131.5,30146.354166666664,7.88316527102885e-06,0.1267605633802817,0,0,1,1,0,0,0,0
89.0,803687.0,30.8,5,5090.0,12.45,0.695,0,9.0,1.0,424.1666666666667,25273.17610062893,1.5491086093110757e-05,0.10112359550561797,0,0,1,1,0,0,0,0
52.0,5422475.0,18.1,6,22074.0,16.97,0.388,0,16.0,1.0,1839.5,283899.21465968585,3.1295666407744356e-06,0.3076923076923077,0,0,1,0,0,0,0,1
68.0,3535674.0,11.9,6,23216.0,16.44,0.336,1,19.0,1.0,1934.6666666666667,274083.25581395347,4.649748633570676e-06,0.27941176470588236,0,0,0,0,0,0,0,0
48.0,2424872.0,1.7,4,33930.0,10.13,0.328,1,24.0,1.0,2827.5,898100.7407407407,4.177538370050721e-06,0.5,0,0,1,0,0,1,0,0
82.0,2958934.5,52.0,6,8699.0,13.7,0.055,0,20.0,1.0,724.9166666666666,55828.95283018868,4.63004347340454e-06,0.24390243902439024,1,0,0,1,0,0,0,0
41.0,354679.0,2.7,1,28240.0,19.19,0.374,1,10.0,1.0,2353.3333333333335,95859.18918918919,5.4105108830495096e-05,0.24390243902439024,0,1,0,1,0,0,0,0
100.0,5059769.0,61.8,5,26129.0,6.14,0.501,0,18.0,1.0,2177.4166666666665,80569.57006369428,1.2134938939912287e-06,0.18,1,0,0,1,0,0,0,0
81.0,4436787.0,30.1,1,17199.0,8.11,0.011,1,5.0,0.0,1433.25,142661.961414791,1.8278989214720198e-06,0.06172839506172839,0,1,0,0,1,0,0,0
39.0,4305828.0,26.1,1,19599.0,19.57,0.737,0,15.0,1.0,1633.25,158886.64206642067,4.54500167099065e-06,0.38461538461538464,1,0,0,0,0,0,0,1
80.0,4378798.0,79.3,3,29896.0,20.54,0.595,0,25.0,1.0,2491.3333333333335,54530.485678704856,4.690783934133538e-06,0.3125,0,1,0,1,0,0,0,0
68.0,1394254.0,58.8,5,27696.0,17.61,0.594,0,9.0,1.0,2308.0,23315.284280936456,1.263040118199325e-05,0.1323529411764706,1,0,0,0,0,0,1,0
90.0,272449.0,62.1,1,16493.0,11.25,0.589,0,15.0,1.0,1374.4166666666667,4317.733755942948,4.129198017984951e-05,0.16666666666666666,0,0,0,0,0,1,0,0
81.0,643104.0,20.5,1,14169.0,22.94,0.284,1,8.0,1.0,1180.75,29911.81395348837,3.567069141120035e-05,0.09876543209876543,0,0,1,0,0,1,0,0
81.0,4972024.0,35.9,3,15353.0,18.0,0.69,1,6.0,1.0,1279.4166666666667,134743.19783197832,3.6202553285633117e-06,0.07407407407407407,1,0,0,0,0,1,0,0
51.0,5141985.0,34.8,3,2925.0,20.93,0.179,0,10.0,1.0,243.75,143630.8659217877,4.070411704738208e-06,0.19607843137254902,0,0,0,0,0,0,0,0
49.0,4465213.0,29.3,6,32940.0,18.74,0.786,0,21.0,1.0,2745.0,147366.76567656765,4.196887316039051e-06,0.42857142857142855,0,1,0,0,0,1,0,0
59.0,3227253.0,51.1,5,25766.0,8.06,0.575,1,2.0,1.0,2147.1666666666665,61943.435700575814,2.497479281147378e-06,0.03389830508474576,1,0,0,0,0,0,0,1
97.0,2205340.0,79.7,7,25428.0,6.42,0.417,0,7.0,1.0,2119.0,27327.633209417596,2.911114426295072e-06,0.07216494845360824,0,0,1,0,0,0,0,1
85.0,2958934.5,42.7,1,4674.0,18.37,0.06,0,30.0,1.0,389.5,67710.17162471396,6.208313766893534e-06,0.35294117647058826,1,0,0,0,0,0,0,0
57.0,301584.0,41.4,6,9585.0,22.05,0.017,0,13.0,1.0,798.75,7112.830188679245,7.311371586783162e-05,0.22807017543859648,0,0,1,0,0,0,0,0
82.0,896015.0,62.7,1,31776.0,10.32,0.562,1,18.0,1.0,2648.0,14066.169544740973,1.1517651470509456e-05,0.21951219512195122,0,0,1,0,0,0,1,0
23.0,4779275.0,16.0,3,25097.0,11.25,0.602,1,21.0,1.0,2091.4166666666665,281133.82352941175,2.3539130194615253e-06,0.9130434782608695,0,0,0,0,0,1,0,0
27.0,1972067.0,12.2,7,31101.0,6.76,0.332,0,16.0,1.0,2591.75,149399.01515151517,3.4278736838689133e-06,0.5925925925925926,1,0,0,0,0,0,0,1
93.0,3014087.0,82.0,6,23114.0,8.48,0.633,0,13.0,1.0,1926.1666666666667,36314.301204819276,2.813454683473077e-06,0.13978494623655913,0,1,0,0,0,1,0,0
53.0,2679032.0,22.7,2,27344.0,17.2,0.127,1,10.0,1.0,2278.6666666666665,113039.32489451476,6.420226999816725e-06,0.18867924528301888,0,0,1,1,0,0,0,0
74.0,1632662.0,63.3,3,8597.0,15.61,0.321,0,23.0,1.0,716.4166666666666,25391.321928460344,9.561066797005873e-06,0.3108108108108108,0,1,0,0,0,1,0,0
69.0,2973791.0,10.9,1,4758.0,18.86,0.352,1,30.0,1.0,396.5,249898.40336134454,6.342070998913172e-06,0.43478260869565216,1,0,0,0,1,0,0,0
27.0,2948236.0,6.6,1,17761.0,14.97,0.446,0,22.0,1.0,1480.0833333333333,387925.7894736842,5.077610789091922e-06,0.8148148148148148,0,0,0,0,0,0,1,0
84.0,4690134.0,44.3,6,15641.0,6.09,0.683,1,28.0,1.0,1303.4166666666667,103534.96688741722,1.29847008668194e-06,0.3333333333333333,1,0,0,0,1,0,0,0
78.0,5015002.0,5.1,4,2834.0,11.16,0.388,1,2.0,1.0,236.16666666666666,822131.4754098362,2.225322696716233e-06,0.02564102564102564,1,0,0,1,0,0,0,0
91.0,2958934.5,6.0,2,32144.0,7.7,0.417,1,8.0,1.0,2678.6666666666665,422704.9285714286,2.6022872076799243e-06,0.08791208791208792,1,0,0,0,0,0,0,0
86.0,796330.0,56.1,5,27385.0,6.19,0.576,1,6.0,1.0,2282.0833333333335,13946.234676007005,7.773149607386878e-06,0.06976744186046512,0,0,0,0,1,0,0,0
27.0,1849964.0,20.2,1,32759.0,20.95,0.391,0,2.0,1.0,2729.9166666666665,87262.45283018869,1.1324538572351369e-05,0.07407407407407407,0,0,0,0,1,0,0,0
81.0,4923161.0,71.0,4,5599.0,12.01,0.612,0,22.0,1.0,466.5833333333333,68377.23611111111,2.439489092579119e-06,0.2716049382716049,0,0,0,0,0,0,1,0
87.0,2009534.0,19.0,3,20611.0,14.76,0.174,1,29.0,1.0,1717.5833333333333,100476.7,7.344982794527092e-06,0.3333333333333333,1,0,0,1,0,0,0,0
67.0,3890912.0,0.4,3,7696.0,16.92,0.287,1,10.0,1.0,641.3333333333334,2779222.8571428573,4.348593761926828e-06,0.14925373134328357,0,0,1,0,0,0,1,0
26.0,5426569.0,0.5,7,14049.0,6.53,0.61,1,4.0,1.0,1170.75,3617712.6666666665,1.2033383887059413e-06,0.15384615384615385,1,0,0,0,0,0,1,0
93.0,5412169.0,79.4,4,10321.0,22.36,0.14,0,3.0,1.0,860.0833333333334,67315.53482587064,4.13142972227406e-06,0.03225806451612903,0,1,0,0,0,0,0,1
52.0,4465902.0,36.6,2,7782.0,14.09,0.563,1,9.0,1.0,648.5,118773.98936170213,3.155017025672076e-06,0.17307692307692307,1,0,0,0,0,0,0,1
55.0,5293991.0,9.9,2,12736.0,6.54,0.226,1,4.0,0.0,1061.3333333333333,485687.247706422,1.2353626526069551e-06,0.07272727272727272,0,0,1,0,1,0,0,0
79.0,4415054.0,52.0,5,666.0,18.48,0.641,0,26.0,1.0,55.5,83302.90566037736,4.185678321108118e-06,0.3291139240506329,0,1,0,0,0,0,1,0
39.0,2609221.0,7.3,4,30864.0,9.09,0.022,1,12.0,0.0,2572.0,314363.9759036144,3.4837970858746398e-06,0.3076923076923077,0,0,1,0,1,0,0,0
86.0,5308482.0,35.7,6,12269.0,12.37,0.137,0,22.0,1.0,1022.4166666666666,144645.28610354222,2.3302325730345183e-06,0.2558139534883721,1,0,0,0,0,0,0,0
39.0,3985383.0,4.7,5,33627.0,5.76,0.742,1,19.0,1.0,2802.25,699190.0,1.445281056982213e-06,0.48717948717948717,0,0,1,0,0,0,0,1
24.0,1294894.0,18.1,2,6950.0,9.45,0.378,0,13.0,1.0,579.1666666666666,67795.49738219894,7.297889018028488e-06,0.5416666666666666,1,0,0,0,1,0,0,0
43.0,3608886.0,1.0,3,27049.0,12.58,0.052,1,8.0,1.0,2254.0833333333335,1804443.0,3.485839262908481e-06,0.18604651162790697,1,0,0,0,0,0,0,1
100.0,1387640.0,60.5,4,1378.0,8.81,0.55,1,7.0,1.0,114.83333333333333,22563.252032520326,6.348904363592601e-06,0.07,1,0,0,0,0,0,0,1
93.0,517953.0,65.4,2,29348.0,15.98,0.101,1,19.0,1.0,2445.6666666666665,7800.496987951807,3.085216061657985e-05,0.20430107526881722,0,0,0,1,0,0,0,0
49.0,4242340.0,24.8,2,31241.0,18.59,0.62,1,14.0,1.0,2603.4166666666665,164431.78294573643,4.382014552814118e-06,0.2857142857142857,0,0,1,1,0,0,0,0
100.0,341283.0,80.3,1,13987.0,19.32,0.251,1,5.0,1.0,1165.5833333333333,4197.822878228782,5.6609744377117006e-05,0.05,0,0,0,0,0,1,0,0
100.0,395180.0,91.2,4,18178.0,9.26,0.031,1,26.0,0.0,1514.8333333333333,4286.117136659436,2.3432300641984305e-05,0.26,0,0,0,0,0,0,0,1
28.0,2958934.5,7.1,5,10656.0,15.01,0.796,1,22.0,1.0,888.0,365300.55555555556,5.072770258087748e-06,0.7857142857142857,0,0,0,0,1,0,0,0
85.0,2501934.0,47.1,1,13335.0,11.86,0.342,0,7.0,1.0,1111.25,52015.25987525987,4.740330983818524e-06,0.08235294117647059,0,0,0,0,0,0,1,0
92.0,2714864.0,41.6,3,20446.0,14.555,0.024,1,6.0,0.0,1703.8333333333333,63729.20187793427,5.361224222935579e-06,0.06521739130434782,0,0,0,0,0,0,1,0
41.0,4347699.0,15.3,2,26795.0,8.35,0.791,1,25.0,1.0,2232.9166666666665,266730.0,1.9205556961151873e-06,0.6097560975609756,0,0,0,0,0,0,1,0
23.0,2958934.5,22.5,7,10251.0,19.55,0.523,0,29.0,1.0,854.25,125912.10638297872,6.607105832486041e-06,1.2608695652173914,1,0,0,0,0,0,0,1
45.0,5556023.0,16.1,1,9428.0,13.75,0.769,0,30.0,1.0,785.6666666666666,324913.6257309941,2.474791325595426e-06,0.6666666666666666,0,1,0,0,0,0,0,0
77.0,2163932.0,72.8,1,6642.0,19.73,0.165,1,10.0,1.0,553.5,29321.571815718158,9.117657524516702e-06,0.12987012987012986,0,0,0,0,0,1,0,0
56.0,1745888.0,6.1,6,1502.0,16.4,0.554,1,5.0,1.0,125.16666666666667,245899.71830985916,9.393495233660329e-06,0.08928571428571429,0,1,0,1,0,0,0,0
89.0,5939903.0,81.0,4,8594.0,16.57,0.145,0,21.0,1.0,716.1666666666666,72437.84146341463,2.7896073741259117e-06,0.23595505617977527,0,0,0,0,1,0,0,0
61.0,1769317.0,2.4,1,21021.0,13.12,0.021,1,14.0,1.0,1751.75,520387.3529411765,7.415286568044862e-06,0.22950819672131148,0,1,0,0,0,0,1,0
60.0,2896927.0,17.6,1,28910.0,17.73,0.153,0,9.0,1.0,2409.1666666666665,155748.7634408602,6.120276375526074e-06,0.15,1,0,0,0,0,0,0,1
57.0,3249988.0,38.1,5,4927.0,7.56,0.63,0,7.0,1.0,410.5833333333333,83119.89769820972,2.3261617193165883e-06,0.12280701754385964,0,1,0,1,0,0,0,0
36.0,3131022.0,30.3,3,19272.0,18.39,0.196,1,23.0,1.0,1606.0,100032.65175718849,5.873479690184327e-06,0.6388888888888888,1,0,0,0,0,0,1,0
